date_facture;num_facture;compte_de_facturation;ref_acheminement;gaz_ref_pce;id_site;nom_site;code_site;entite_juridique;segment_or;adresse_site;numero_compteur;libelle_compteur;type_index;type_offre;code_imputation;type_de_tarif;id_contrat;date_de_resiliation;compte_commercial;energie;puissance_souscrite_base;puissance_souscrite_hp;puissance_souscrite_hc;puissance_souscrite_hpsb;puissance_souscrite_hcsb;puissance_souscrite_hpsh;puissance_souscrite_hcsh;puissance_souscrite_pointe;puissance_max_atteinte_base;puissance_max_atteinte_hp;puissance_max_atteinte_hc;puissance_max_atteinte_hpsb;puissance_max_atteinte_hcsb;puissance_max_atteinte_hpsh;puissance_max_atteinte_hcsh;puissance_max_atteinte_pointe;date_de_debut_de_consommation;date_de_fin_de_consommation;conso_elec_facturee_kwh;consommation_kwh_base;consommation_kwh_hp;consommation_kwh_hc;consommation_kwh_hpsb;consommation_kwh_hcsb;consommation_kwh_hpsh;consommation_kwh_hcsh;consommation_kwh_pointe;conso_ener_renouvelable_facturee_kwh;assiette_bouclier_electricite_kwh;assiette_amortisseur_electricite_kwh;abonnement_ht_euros;energie_reactive_euros;dont_montant_bouclier_electricite_euros;dont_montant_amortisseur_electricite_euros;ener_renouvelable_ht_euros;montant_htva_pointe;montant_htva_hpsh;montant_htva_hpsb;montant_htva_hcsh;montant_htva_hcsb;montant_htva_base;montant_htva_hp;montant_htva_hc;total_fourniture_elec_ht_euros;prix_moyen_ht_euros_par_mwh;prix_bouclier_electricite_euros_par_mwh;prix_amortisseur_electricite_euros_par_mwh;services_ht_euros;mecanisme_de_capacite_ht_euros;montant_ht_reseau_distrib_euros;tarif_acheminement;cee_ht_euros;prix_unitaire_cee_euro_par_mwh;composante_de_soutirage_variable;composante_de_comptage_reprise_euros;composante_de_comptage_echu_euros;composante_de_comptage_echoir_euros;composante_de_gestion_reprise_euros;composante_de_gestion_echu_euros;composante_de_gestion_echoir_euros;composante_de_soutirage_fixe_reprise_euros;composante_de_soutirage_fixe_echu_euros;composante_de_soutirage_fixe_echoir_euros;comp_de_regroupement_souterrain_reprise_euros_ht;comp_de_regroupement_souterrain_echu_euros_ht;comp_de_regroupement_souterrain_echoir_euros_ht;comp_d_alimentation_secours_souterrain_reprise_euros_ht;comp_d_alimentation_secours_souterrain_echu_euros_ht;comp_d_alimentation_secours_souterrain_echoir_euros_ht;comp_d_alimentation_secours_reservation_reprise_euros_ht;comp_d_alimentation_secours_reservation_echu_euros_ht;comp_d_alimentation_secours_reservation_echoir_euros_ht;gaz_abonnement_transport_euros;gaz_abonnement_distribution_euros;gaz_abonnement_transport_et_distrib_euros;gaz_consommation_annuelle_de_reference;gaz_conso_facturee_kwh;biomethane_montant_facturable;gaz_capacite_journaliere_souscrite;prix_unitaire_capacite_euro_par_mwh;gaz_depassement_de_capacite_journaliere;gaz_util_reseau_euros;depassement_euros;terme_de_quantite_distrib_gaz_euros;gaz_montant_depassement_capacite_journaliere_euros;montant_prestations_techniques;montant_depassement_capacite_horaire;charge_occasionnelle_abonnement_euros;charge_occasionnelle_autre_facturation_euros;charge_occasionnelle_fourniture_euros;charge_occasionnelle_util_reseau_distrib_euros;total_ht_euros;contrib_tarifaire_achem_elec_euros;contrib_tarifaire_achem_gaz_euros;taxe_cfe_euros;contrib_serv_public_electricite_euros;taxe_dcfe_euros;taxe_ccfe_euros;taxe_icgn_euros;contrib_tssg_euros;taxe_charge_occasionnelle_euros;total_htva_euros;tva_taux_normal_euros;tva_taux_reduit_euros;tva_totale_euros;montant_total_ttc_euros;gaz_premiere_mise_en_service_euros;premiere_mise_en_service_euros;type_compteur;groupe_annexe_personnalisee;code_service_executant;engagement_juridique;prix_unitaire_cspe_euro_par_mwh;cta_taux;fta;numero_facture_annulee;tangente_phi;pourcentage_energie_renouvelable;siren_site;info_personnalisee_1;info_personnalisee_2;regularisation_montant_amortisseur_electricite_2023;regularisation_montant_bouclier_electricite_2023
2024-09-04;10208104107;7779095897;24278292287692;;2050006333166;SURPRESSION MAS BARRETINA;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C5;"CAMI DEL MAS BARRETINA;CAMI DEL;66740 VILLELONGUE DELS MONTS";834;Compteur Linky;Relevé;NO;;;2010006805038;;3020000578042;E;6;6;6;6;6;6;6;6;;0;0;0;0;0;0;0;2024-08-01;2024-08-31;25;25;0;0;0;0;0;0;0;;;25;2.87;;;-0.07;;0.00;0.00;0.00;0.00;0.00;6.13;0.00;0.00;6.13;67.16;;-2.80;;0.12;7.65;BTINFCU4-Tarif BT inf 36kVA Courte Utilisation HP/HC associées à deux saisons;0.09;;;;1.63;;;;1.27;;;4.43;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;1.61;;;0.53;;;;;;18.93;1.42;0.65;2.07;21.00;0.00;;CCB;EAU;REGIE;;2.10;21.93;BTINFCU4;;;0;200043602;;;;
2024-04-19;10197951821;2911966897;50017221369662;;1-CYVDRQ-S;STEP_PALAU;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C4;"CHEMIN SAINTE COLOMBE;STATION EPURATION;66690 PALAU DEL VIDRE";031236110508;PME-PMI;Relevé;NO;F0:Services Généraux;;2010006805038;;3020000578046;E;0;0;0;66;66;66;66;0;0;0;0;58;47;57;48;0;2024-03-18;2024-04-16;6575;0;0;0;4262;1925;226;162;0;;;;;;;;;0.00;54.22;545.11;16.84;142.78;0.00;0.00;0.00;758.95;20.32;;;;-26.42;592.54;BTSUPCU4-Tarif BT sup 36kVA Courte Utilisation;12.10;;;-20.97;20.97;20.97;-16.38;16.38;16.38;-79.36;79.36;79.36;;;;;;;;;;;;;;;;;;;;0;;;0.00;;;;;;;25.59;;;138.08;;;;;;1499.56;299.92;;299.92;1799.48;0.00;;PME-PMI;;REGIE;;2.10;21.93;BTSUPCU4;;;0;200043602;;;-1.28;
2025-08-02;10232195950;0706265881;30002420751674;;1-1R3NC6-S;LATOUR_BAS_ELNE;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C2;"STATION DE POMPAGE;66200 LATOUR BAS ELNE";031536369084;PME-PMI;Relevé;NO;;;2010006805038;;2020008188316;E;0;0;0;90;90;90;90;90;0;0;0;79;78;0;0;0;2025-07-01;2025-07-31;34793;0;0;0;18021;16772;0;0;0;;;;57.92;;;;;0.00;0.00;494.50;0.00;516.07;0.00;0.00;0.00;1010.57;4.39;;;;-96.15;553.87;HTALU5-Tarif HTA5 à Pointe Fixe Longue Utilisation;;;;-31.54;32.59;30.94;-36.23;37.43;35.81;-255.07;263.57;261.33;;;;;;;;;;;;;;;;;;;;0;;;0.00;;;;;;;74.31;;;17.40;;;;;;1617.92;323.58;;323.58;1941.50;0.00;;PME-PMI;;REGIE;;0.05;21.93;HTALU5;;;0;200043602;;;;
2024-12-09;10215169157;0208176380;30002420496629;;1-7X81NX;PR_LES_ELMES;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C4;"STATION RELEVAGE LES ELMES;STATION RELEVAGE;66650 BANYULS SUR MER";031436248847;PME-PMI;Relevé;NO;;;1-EBJQ3V4;;1-EBJQ48U;E;0;0;0;48;48;48;48;0;0;0;0;0;0;19;21;0;2022-11-17;2022-12-31;1012;0;0;0;0;0;671;341;0;;;;;;;;;0.00;61.95;0.00;24.19;0.00;0.00;0.00;0.00;86.14;-2.97;;;;11.08;-127.31;BTSUPCU4-Tarif BT sup 36kVA Courte Utilisation;;;;29.75;-30.40;-19.75;22.48;-22.99;-15.48;74.57;-76.26;-50.57;;;;;;;;;;;;;;;;;;;;-0;;;0.00;;;;;;;-19.44;;2.23;0.51;;2.23;;;;-46.79;-9.36;;-9.36;-56.15;0.00;;PME-PMI;;REGIE;;-0.05;-21.93;BTSUPCU4;10173000620;;0;200043602;;;;
2025-11-24;10240109310;2911966897;50024891417820;;1-K0ZBBA-S;PR_CERBERE_PORT;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C4;"Port Cerbere;POSTE RELEVAGE;66290 CERBERE";031336155109;PME-PMI;Relevé;NO;F0:Services Généraux;;2010006805038;;3020000578046;E;0;0;0;72;72;72;72;0;0;0;0;22;22;0;0;0;2025-07-18;2025-09-02;-961;0;0;0;-793;-168;0;0;0;;;;-15.24;;;;;0.00;0.00;-96.17;0.00;-11.35;0.00;0.00;0.00;-107.52;31.05;;;;2.18;-176.08;BTSUPCU4-Tarif BT sup 36kVA Courte Utilisation;-1.77;;;23.74;-24.27;-23.28;18.11;-18.59;-17.90;104.80;-107.97;-104.22;;;;;;;;;;;;;;;;;;;;-0;;;0.00;;;;;;;-32.80;;;-0.49;;;;;;-331.72;-66.34;;-66.34;-398.06;0.00;;PME-PMI;;REGIE;;-0.05;-21.93;BTSUPCU4;10234181285;;0;200043602;;;;
2024-11-02;10212418165;8963989479;30002420535904;;1-7X97E3-S;FORAGE_MAS_ARAGON;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C2;"POMPAGE MAS ARAGON;POMPAGE;66200 ELNE";031636388604;PME-PMI;Relevé;NO;;;2010006805038;;3020000578024;E;0;0;0;48;48;48;48;2;0;0;0;0;0;0;0;0;2024-10-01;2024-11-02;5142;0;0;0;2996;1772;265;109;0;;;;57.92;;;;;0.00;8.41;103.81;3.46;67.30;0.00;0.00;0.00;182.98;9.39;;;;-20.57;262.54;HTALU5-Tarif HTA5 à Pointe Fixe Longue Utilisation;;;;-27.87;28.79;29.28;-32.74;33.84;34.41;-98.79;102.08;114.50;;;;;;;;;;;;;;;;;;;;0;;;0.00;;;;;;;40.24;;;2.57;;;;;;525.68;105.13;;105.13;630.81;0.00;;PME-PMI;;REGIE;;0.05;21.93;HTALU5;;;0;200043602;;;;
2026-02-25;10246513107;8963989479;50037728667929;;1-8ASPVKT-S;RESERVOIR_ST_GENIS;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C4;"RELEVAGE;CHATEAU D EAU;66740 ST GENIS DES FONTAINES";041636056906;PME-PMI;Relevé;NO;F0:Services Généraux;;2010006805038;;3020000578024;E;0;0;0;240;240;240;240;0;0;0;0;186;174;0;0;0;2024-07-18;2024-09-02;-45262;0;0;0;-34702;-10560;0;0;0;;;;-15.24;;;;;0.00;0.00;-4438.39;0.00;-783.23;0.00;0.00;0.00;-5221.62;14.34;;;;212.91;-1384.42;BTSUPCU4-Tarif BT sup 36kVA Courte Utilisation;-83.28;;;20.97;-21.67;-20.97;16.38;-16.92;-16.38;288.58;-298.20;-288.58;;;;;;;;;;;;;;;;;;;;-0;;;0.00;;;;;;;-73.86;;;-22.63;;;;;;-6588.14;-1317.63;;-1317.63;-7905.77;0.00;;PME-PMI;;REGIE;;-0.05;-21.93;BTSUPCU4;10207924767;;0;200043602;;;;
2026-02-25;10246514686;8963989479;30002420746716;;1-1K9WW5-S;FORAGE_F2;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C4;"PLA DU PORT;66200 MONTESCOT";031536373763;PME-PMI;Relevé;NO;;;2010006805038;;3020000578024;E;0;0;0;60;60;60;60;0;0;0;0;47;46;47;46;46;2024-01-18;2024-07-02;31157;0;0;0;9525;10390;5067;6175;0;;;;76.20;;;;;0.00;1215.67;1218.25;642.02;770.63;0.00;0.00;0.00;3846.57;21.44;;;;-16.99;1662.13;BTSUPLU4-Tarif BT sup 36kVA Longue Utilisation;57.33;;;-104.85;105.55;104.85;-81.90;82.43;81.90;-603.70;607.74;603.70;;;;;;;;;;;;;;;;;;;;0;;;0.00;;;;;;;174.49;;;8.52;;;;;;6861.92;1372.37;;1372.37;8234.29;0.00;;PME-PMI;;REGIE;;0.15;21.93;BTSUPLU4;;;0;200043602;;;1053.67;
2026-02-10;10245543449;7164180793;24295947814167;;2050006333173;PR CASTEL DE LORTUS;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C5;"av DE COSTABONNE;RELEVAGE 1 AV DU PLA GUILLEM;66560 ORTAFFA";920;Compteur Linky;Relevé;NO;;;2010010456390;;3020001789910;E;12;12;12;12;12;12;12;12;0;0;0;0;0;0;0;0;2026-01-01;2026-01-15;155;0;0;0;0;0;127;28;0;;;;;;;;;0.00;12.60;0.00;2.11;0.00;0.00;0.00;0.00;14.71;25.25;;;;0.08;24.34;BTINFCU4-Tarif BT inf 36kVA Courte Utilisation HP/HC associées à deux saisons;;;;;1.87;;;;1.43;;;10.30;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;2.98;;;4.65;;;;;;46.76;9.36;;9.36;56.12;0.00;;CCB;;ASS;;3.00;21.93;BTINFCU4;;;0;200043602;;;;
2026-03-11;10247584463;9405561812;30002420624880;;1-DR-2178-S;STEP_ST_ANDRE;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C2;"MAS LINAS;66690 ST ANDRE";031636388564;PME-PMI;Relevé;NO;F8:Aménagement/service urbain;;2010010456390;;3020001789938;E;0;0;0;209;150;150;150;150;0;0;0;0;0;135;126;135;2026-02-01;2026-02-28;-38248;0;0;0;0;0;-17187;-14911;-6150;;;;;-53.44;;;;-734.37;-1607.67;0.00;-1040.94;0.00;0.00;0.00;0.00;-3382.98;12.34;;;;-18.75;-1317.66;HTALU5-Tarif HTA5 à Pointe Fixe Longue Utilisation;;;;30.94;-28.87;-30.94;35.81;-33.43;-35.81;491.60;-458.82;-491.60;;;;;;;;;;;;;;;;;;;;-0;;;0.00;;;;;;;-78.17;;;-19.12;;;;;;-4816.68;-963.33;;-963.33;-5780.01;0.00;;PME-PMI;ASSAINISSEMENT;REGIE;;-0.05;-15.00;HTALU5;10247074640;-0.494;0;200043602;;;;
2026-02-25;10246513107;8963989479;30002420631429;;1-IDL-188-S;SURPRESSEUR_MAS_SANTRAILLE;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C4;"IMPASSE DU CHATEAU D'EAU;MAS SANTRAILLE;66740 MONTESQUIEU DES ALBERES";031336128288;PME-PMI;Relevé;NO;F8:Aménagement/service urbain;;2010006805038;;3020000578024;E;0;0;0;42;42;42;42;0;0;0;0;38;38;0;0;0;2024-07-18;2024-09-02;-6581;0;0;0;-4928;-1653;0;0;0;;;;-15.24;;;;;0.00;0.00;-630.29;0.00;-122.61;0.00;0.00;0.00;-752.90;15.07;;;;31.31;-242.86;BTSUPCU4-Tarif BT sup 36kVA Courte Utilisation;-12.11;;;20.97;-21.67;-20.97;16.38;-16.92;-16.38;50.50;-52.18;-50.50;;;;;;;;;;;;;;;;;;;;-0;;;0.00;;;;;;;-19.91;;;-3.30;;;;;;-1015.01;-203.00;;-203.00;-1218.01;0.00;;PME-PMI;EAU;REGIE;;-0.05;-21.93;BTSUPCU4;10207924767;;0;200043602;;;;
2024-01-02;10189781552;2911966897;30002420014045;;1-7X81NJ-S;PR_FONTAULE;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C4;"RUE P PRUVOST;POMPAGE;66650 BANYULS SUR MER";031436247788;PME-PMI;Relevé;NO;;;2010006805038;;3020000578046;E;0;0;0;48;48;48;48;0;0;0;0;0;0;58;61;0;2023-11-17;2024-01-02;20460;0;0;0;0;0;15719;4741;0;;;19231;15.24;;;-738.00;;0.00;4964.69;0.00;852.86;0.00;0.00;0.00;0.00;5817.55;34.48;;-38.40;;504.66;1417.21;BTSUPCU4-Tarif BT sup 36kVA Courte Utilisation;37.64;;;-20.97;21.67;20.97;-16.38;16.92;16.38;-57.72;59.64;57.72;;;;;;;;;;;;;;;;;;;;179.36000000000001;;;0.00;;;;;;;21.54;;;20.46;;;;;;7096.30;1419.29;;1419.29;8515.59;0.00;;PME-PMI;;REGIE;;0.10;21.93;BTSUPCU4;;;0;200043602;;;;
2024-12-09;10215169157;0208176380;30002420886541;;1-7X5WKB;STATION EPURATION;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C2;"B P 41;STATION D EPURATION;66660 PORT VENDRES";031536369035;PME-PMI;Relevé;NO;;;1-EBJQ3V4;;1-EBJQ48U;E;0;0;0;210;210;210;210;210;0;0;0;0;0;0;0;0;2022-12-01;2022-12-31;-35094;0;0;0;0;0;-10467;-14450;-10177;;;;0.00;-51.30;;;;-1078.97;-989.86;0.00;-1085.62;0.00;0.00;0.00;0.00;-3154.45;15.77;;;;-526.85;-1853.78;HTALU5-Tarif HTA5 à Pointe Fixe Longue Utilisation;;;;26.24;-27.11;-26.24;30.97;-32.00;-30.97;392.68;-405.77;-392.68;;;;;;;;;;;;;;;;;;;;-0;;;0.00;;;;;;;-101.95;;;-17.54;;;;;;-5654.57;-1130.92;;-1130.92;-6785.49;0.00;;PME-PMI;;REGIE;;-0.05;-21.93;HTALU5;10173000620;-0.461;0;200043602;;;;
2024-12-09;10215169157;0208176380;30002420606330;;1-B7-2495;STEP_ARGELES;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C2;"CHE DE CHARLEMAGNE;66700 ARGELES SUR MER";080707002699;Interface Client Emeraude;Relevé;NO;F8:Aménagement/service urbain;;1-EBJQ3V4;;1-EBJQ48U;E;0;0;0;740;740;436;436;422;0;0;0;0;0;0;0;0;2022-12-01;2022-12-31;-74719;0;0;0;0;0;-25681;-29570;-19468;;;;0.00;;;;;-2064.00;-2428.65;0.00;-2221.59;0.00;0.00;0.00;0.00;-6714.24;15.35;;;;-1077.03;-3677.80;HTALU5-Tarif HTA5 à Pointe Fixe Longue Utilisation;;;;26.24;-27.11;-26.24;30.97;-32.00;-30.97;1083.96;-1120.09;-1083.96;;;;;;;;;;;;;;;;;;;;-0;;;0.00;;;;;;;-258.60;;;-37.36;;;;;;-11765.03;-2353.01;;-2353.01;-14118.04;0.00;;ICE;ASSAINISSEMENT;REGIE;;-0.05;-21.93;HTALU5;10173000620;-0.367;0;200043602;;;;
2025-11-24;10240109308;2911966897;30002420606330;;1-B7-2495-S;STEP_ARGELES;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C2;"CHE DE CHARLEMAGNE;66700 ARGELES SUR MER";080707002699;Interface Client Emeraude;Relevé;NO;F8:Aménagement/service urbain;;2010006805038;;3020000578046;E;0;0;0;740;740;436;436;422;0;0;0;640;596;0;0;0;2025-09-01;2025-10-02;-187671;0;0;0;-115478;-72193;0;0;0;;;;-57.92;;;;;0.00;0.00;-3168.72;0.00;-2221.38;0.00;0.00;0.00;-5390.10;3.30;;;;481.32;-1217.87;HTALU5-Tarif HTA5 à Pointe Fixe Longue Utilisation;;;;30.94;-19.59;-30.94;35.81;-22.68;-35.81;1620.55;-1026.35;-731.73;;;;;;;;;;;;;;;;;;;;-0;;;0.00;;;;;-75.93;;-39.43;;;-93.84;;;;;;-6317.84;-1263.56;;-1263.56;-7581.40;0.00;;ICE;ASSAINISSEMENT;REGIE;;-0.05;-21.93;HTALU5;10236350926;;0;200043602;;;;
2025-11-25;10240150477;2911966897;50026049149485;;1-G3N3MF-S;STEP_ORTAFFA;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C4;"Rue des Jardins;STATION EPURATION;66560 ORTAFFA";041336005974;PME-PMI;Relevé;NO;F0:Services Généraux;;2010006805038;;3020000578046;E;0;0;0;60;60;60;60;0;0;0;0;53;53;0;0;0;2025-06-17;2025-11-02;41532;0;0;0;28703;12106;514;209;0;;;;60.96;;;;;0.00;119.92;3481.10;20.35;817.76;0.00;0.00;0.00;4439.13;14.14;;;;-95.40;1390.60;BTSUPCU4-Tarif BT sup 36kVA Courte Utilisation;76.42;;;-94.04;96.14;93.58;-72.02;73.70;71.81;-348.38;356.83;347.89;;;;;;;;;;;;;;;;;;;;0;;;0.00;;;;;;;115.25;;;20.77;;;;;;6007.73;1201.56;;1201.56;7209.29;0.00;;PME-PMI;;REGIE;;0.05;21.93;BTSUPCU4;;;0;200043602;;;;
2023-11-08;10185736344;7631322324;24227062226407; ;2050006333146;RELEVEMENT CAVE COOPERATIVE;23953660401020301;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C5;"AVENUE JEAN JAURES;RELEVAGE COOPERATIVE 841;66670 BAGES";809;Compteur Linky;Relevé;NO;F0:Services Généraux;;2010006805038;;3020000578029;E;9;9;9;9;9;9;9;9;;0;0;0;0;0;0;0;2023-10-07;2023-11-06;176;176;0;0;0;0;0;0;0;;;176;2.87;;;-13.02;;0.00;0.00;0.00;0.00;0.00;55.57;0.00;0.00;55.57;35.13;;-74.00;;1.49;14.27;BTINFMU4-Tarif BT inf 36kVA Moyenne Utilisation HP/HC lié à deux saisons;0.65;;;;1.63;;;;1.27;;;7.79;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;2.34;;;0.18;;;;;;64.35;9.70;0.88;10.58;74.93;0.00;;CCB;;REGIE;;0.10;21.93;BTINFMU4;;;0;200043602;;;;
2024-09-08;10208422347;6169989636;24265991267912;;1-7X5WYJ-S;RESERVOIR SALETTE;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C5;"MAS REIG;POSTE H61 CHICOT;66650 BANYULS SUR MER";943;Compteur Linky;Relevé;NO;F0:Services Généraux;;2010006805038;;3020000578055;E;3;3;3;3;3;3;3;3;;0;0;0;0;0;0;0;2024-07-18;2024-08-17;156;156;0;0;0;0;0;0;0;;;156;2.87;;;-0.42;;0.00;0.00;0.00;0.00;0.00;38.26;0.00;0.00;38.26;31.57;;-2.70;;0.73;7.24;BTINFCU4-Tarif BT inf 36kVA Courte Utilisation HP/HC associées à deux saisons;0.57;;;;1.69;;;;1.31;;;2.29;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;1.16;;;3.28;;;;;;53.69;8.88;0.51;9.39;63.08;0.00;;CCB;RELAIS DE TÉLÉVISION;RELAIS_TV;;2.10;21.93;BTINFCU4;;;0;200043602;;;;
2024-12-09;10215169157;0208176380;30002420332845;;1-7X5WJI;PR LA ROCASSE;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C4;"PLACE ST VINCENT;POSTE RELEVAGE;66190 COLLIOURE";031536331954;PME-PMI;Relevé;NO;;;1-EBJQ3V4;;1-EBJQ48U;E;0;0;0;84;84;48;48;48;0;0;0;0;0;41;51;53;2022-11-17;2022-12-31;1826;0;0;0;0;0;895;931;0;;;;;;;;;0.00;82.63;0.00;66.04;0.00;0.00;0.00;0.00;148.67;-13.27;;;;15.13;-406.09;BTSUPLU4-Tarif BT sup 36kVA Longue Utilisation;;;;29.75;-30.40;-19.75;22.48;-22.99;-15.48;180.47;-184.52;-121.47;;;;;;;;;;;;;;;;;;;;-0;;;0.00;;;;;;;-35.51;;3.79;0.92;;3.79;;;;-273.09;-54.61;;-54.61;-327.70;0.00;;PME-PMI;;REGIE;;-0.05;-21.93;BTSUPLU4;10173000620;;0;200043602;;;;
2025-01-31;10219139730;9786742018;30002420751898;;2050006997871;FORAGE_MONTESQUIEU;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C4;"LIEU DIT ""LES TROMPETTES HAUTES"";66740 MONTESQUIEU DES ALBERES";021636013307;PME-PMI;Relevé;NO;;;2010006805038;;2020008188475;E;0;0;0;60;60;60;60;0;0;0;0;0;0;0;0;0;2024-12-19;2025-01-31;10417;0;0;0;0;0;7143;3274;0;;;;21.63;;;;;0.00;1680.43;0.00;325.13;0.00;0.00;0.00;0.00;2005.56;20.44;;;;82.47;;BTSUPCU4-Tarif BT sup 36kVA Courte Utilisation;19.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;5.21;;;;;;2134.04;426.81;;426.81;2560.85;0.00;;PME-PMI;;REGIE;;0.05;;BTSUPCU4;;;0;200043602;;;;
2024-04-02;10196559796;8963989479;30002420746165;;1-1K9WXW-S;SMPEPTA FM;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C3;"STATION DE POMPAGE;66200 MONTESCOT";031336158815;PME-PMI;Relevé;NO;;;2010006805038;;3020000578024;E;0;0;0;80;80;80;80;80;0;0;0;0;0;68;68;0;2024-03-01;2024-03-31;12660;0;0;0;0;0;5003;7657;0;;;;26.51;37.48;;;;0.00;156.54;0.00;239.05;0.00;0.00;0.00;0.00;395.59;8.03;;;;77.89;516.26;HTALU5-Tarif HTA5 à Pointe Fixe Longue Utilisation;;;;-27.87;28.79;27.87;-32.74;33.84;32.74;-179.62;185.60;179.62;;;;;;;;;;;;;;;;;;;;0;;;0.00;;;;;;;54.44;;;265.86;;;;;;1336.55;267.32;;267.32;1603.87;0.00;;PME-PMI;;REGIE;;2.10;21.93;HTALU5;;0.741;0;200043602;;;;
2024-07-16;10204565667;0258401078;24287988336878;;2050006333133;PR LE PLA VILLELONGUE;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C5;"LE PLA;POSTE RELEVAGE;66740 VILLELONGUE DELS MONTS";631;Compteur Linky;Relevé;NO;F0:Services Généraux;;2010006805038;;3020000578025;E;15;15;15;15;15;15;15;15;;0;0;0;0;0;0;0;2024-06-03;2024-07-02;1741;1741;0;0;0;0;0;0;0;;;1741;2.87;;;-4.68;;0.00;0.00;0.00;0.00;0.00;426.96;0.00;0.00;426.96;30.27;;-2.70;;8.11;87.32;BTINFCU4-Tarif BT inf 36kVA Courte Utilisation HP/HC associées à deux saisons;6.41;;71.71;;1.69;;;;1.31;-12.25;12.17;11.43;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;3.15;;;36.56;;;;;;566.70;109.26;1.12;110.38;677.08;0.00;;CCB;;REGIE;;2.10;21.93;BTINFCU4;;;0;200043602;;;;
2023-09-02;10180796913;8963989479;30002420746277; ;1-1K9WXN-S;FORAGE_F6;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C4;"chemin de Montescot a Saint Martin;66200 ELNE";041636004459;PME-PMI;Relevé;NO;;;2010006805038;;3020000578024;E;0;0;0;84;84;84;84;0;0;0;0;91;90;0;0;0;2023-07-18;2023-09-02;20211;0;0;0;12445;7766;0;0;0;;;20211;15.24;;;-259.58;;0.00;0.00;2536.54;0.00;1165.60;0.00;0.00;0.00;3702.14;30.96;;-12.80;;-188.91;2950.74;BTSUPCU4-Tarif BT sup 36kVA Courte Utilisation;37.18;;;-19.75;21.09;20.97;-15.48;16.50;16.38;-88.50;98.53;101.00;;;;;;;;;;;;;;;;;;;;2419.6199999999999;;;0.00;;;;;;;33.06;;;20.21;;;;;;6310.08;1262.02;;1262.02;7572.10;0.00;;PME-PMI;;;;0.10;21.93;BTSUPCU4;;;0;200043602;;;;
2023-09-02;10180796913;8963989479;30002420746502; ;1-1K9WWQ-S;FORAGE_F4;;CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS;C4;"FORAGE SALOBRE;66200 MONTESCOT";041436018615;PME-PMI;Relevé;NO;;;2010006805038;;3020000578024;E;0;0;0;60;60;60;60;0;0;0;0;55;55;0;0;0;2023-07-18;2023-09-02;13455;0;0;0;7594;5861;0;0;0;;;13455;15.24;;;-124.25;;0.00;0.00;1547.81;0.00;879.68;0.00;0.00;0.00;2427.49;19.51;;-9.20;;-129.40;410.70;BTSUPLU4-Tarif BT sup 36kVA Longue Utilisation;24.76;;;-19.75;21.09;20.97;-15.48;16.50;16.38;-108.68;119.14;120.74;;;;;;;;;;;;;;;;;;;;0;;;0.00;;;;;;;37.48;;;13.45;;;;;;2675.47;535.10;;535.10;3210.57;0.00;;PME-PMI;;;;0.10;21.93;BTSUPLU4;;;0;200043602;;;;
